Format Version,1.1,Take Name,Take 2014-10-13 02.41.46 PM,Capture Frame Rate,120.000000,Export Frame Rate,119.999992,Capture Start Time,2014-10-13 14:41:46:50,Total Frames,1285

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
711,5974.407801,-0.009479,-0.057566,0.021335,-0.998069,0.146053,0.527884,0.444042,0.001461,0.254163,0.522678,-0.512135,0.506926,0.219677,0.529121,-0.337607,0.154137,0.036486,0.529648,-0.375512,0.400054,0.073887,0.530089,-0.550912,0.000000,0.072895,0.524122,-0.547922,0.036201,0.525869,-0.374744,0.219021,0.525043,-0.338644,0.254610,0.518576,-0.511594,0.281111,0.372559,-0.342249,0.197254,0.384085,-0.264464,0.155793,0.459824,-0.261767,0.074147,0.469434,-0.268468,0.083966,0.381315,-0.246895,0.001991,0.455406,-0.266873,-0.073521,0.428075,-0.271616,-0.060881,0.360781,-0.246531,0.229970,0.448789,-0.288397,0.256499,0.435816,-0.317079,0.285539,0.420329,-0.373781,0.299225,0.359032,-0.421548,0.252434,0.382076,-0.297680,0.006549,0.374560,-0.240569
712,5974.416134,-0.009839,-0.057773,0.021935,-0.998040,0.145996,0.523903,0.443816,0.001513,0.254127,0.518519,-0.511861,0.534596,0.219577,0.525119,-0.337352,0.176987,0.036403,0.525848,-0.375333,0.397831,0.073877,0.526127,-0.550718,0.000000,0.072937,0.520469,-0.547929,0.036088,0.522042,-0.374608,0.218954,0.521163,-0.338408,0.254573,0.514598,-0.511284,0.280895,0.368647,-0.341941,0.197043,0.380291,-0.264114,0.155641,0.455944,-0.261481,0.074016,0.465628,-0.268199,0.083711,0.377507,-0.246630,0.001995,0.451519,-0.266860,-0.073958,0.424926,-0.270956,-0.061153,0.357052,-0.246368,0.229821,0.444833,-0.288114,0.256286,0.431826,-0.316761,0.285359,0.416297,-0.373484,0.299094,0.355212,-0.421028,0.252203,0.378185,-0.297308,0.006278,0.370760,-0.240353
713,5974.424468,-0.009971,-0.058018,0.021985,-0.998024,0.145948,0.520010,0.443569,0.001457,0.254111,0.514596,-0.511560,0.504583,0.219477,0.521246,-0.337070,0.157248,0.036322,0.521985,-0.375140,0.409558,0.073881,0.522213,-0.550507,0.000000,0.072935,0.516721,-0.547661,0.036041,0.518306,-0.374403,0.218855,0.517130,-0.338060,0.254570,0.510712,-0.510996,0.280677,0.364690,-0.341688,0.196813,0.376421,-0.263937,0.155486,0.452107,-0.261281,0.073859,0.461801,-0.268041,0.083484,0.373709,-0.246414,0.001297,0.448072,-0.266436,-0.074063,0.421301,-0.270760,-0.061376,0.353377,-0.246219,0.229689,0.441035,-0.287794,0.256130,0.427992,-0.316423,0.285192,0.412325,-0.373189,0.298844,0.351215,-0.420751,0.252004,0.374266,-0.297104,0.005989,0.366969,-0.240213
714,5974.432801,-0.009392,-0.058235,0.022826,-0.997998,0.145932,0.516239,0.443342,0.001456,0.254120,0.510735,-0.511288,0.520060,0.219413,0.517225,-0.336806,0.174089,0.036277,0.518306,-0.374963,0.402730,0.073975,0.514713,-0.550116,0.000000,0.072920,0.512930,-0.547466,0.035991,0.514511,-0.374273,0.218590,0.513055,-0.338281,0.254570,0.506731,-0.510799,0.280472,0.360689,-0.341537,0.196599,0.372502,-0.263771,0.155373,0.448217,-0.261052,0.073656,0.457878,-0.267953,0.083327,0.369858,-0.246267,0.001227,0.444299,-0.266240,-0.073999,0.417032,-0.271100,-0.061617,0.349637,-0.246086,0.229596,0.437064,-0.287609,0.256087,0.424225,-0.316165,0.285077,0.408330,-0.373037,0.298642,0.347204,-0.420554,0.251809,0.370335,-0.296881,0.005754,0.363033,-0.240040
715,5974.441134,-0.009747,-0.058385,0.023027,-0.997981,0.145955,0.512304,0.443124,0.001658,0.254160,0.506705,-0.511035,0.501445,0.219406,0.513331,-0.336568,0.074569,0.036281,0.514465,-0.374778,0.401246,0.073975,0.514713,-0.550116,0.000000,0.072874,0.509194,-0.547403,0.035929,0.510848,-0.374275,0.218792,0.509422,-0.337768,0.254538,0.502874,-0.510697,0.280265,0.356835,-0.341577,0.196460,0.368831,-0.263653,0.155302,0.444517,-0.260966,0.073579,0.454218,-0.267912,0.083184,0.366247,-0.246230,0.001716,0.440633,-0.266032,-0.074397,0.414011,-0.270645,-0.061740,0.346172,-0.245924,0.229478,0.433239,-0.287690,0.255996,0.420434,-0.316073,0.284917,0.404467,-0.373206,0.298695,0.343187,-0.420512,0.251651,0.366561,-0.296835,0.005592,0.359482,-0.239959
716,5974.449468,-0.009485,-0.058585,0.023682,-0.997957,0.145858,0.508593,0.443126,0.001462,0.254084,0.502897,-0.510993,0.525455,0.219264,0.509464,-0.336537,0.210676,0.036157,0.510855,-0.374825,0.412226,0.073926,0.511158,-0.550147,0.000000,0.072880,0.505423,-0.547507,0.035963,0.507130,-0.374164,0.218535,0.505317,-0.338237,0.254529,0.498963,-0.510806,0.280130,0.353260,-0.341481,0.196342,0.365087,-0.263653,0.155244,0.440835,-0.261014,0.073549,0.450564,-0.267953,0.083021,0.362503,-0.246201,0.001661,0.436848,-0.266398,-0.074395,0.410569,-0.270487,-0.061906,0.342636,-0.245928,0.229418,0.429475,-0.287686,0.255888,0.416528,-0.316082,0.284893,0.400587,-0.372963,0.298473,0.339215,-0.420580,0.251546,0.362789,-0.296832,0.005622,0.356582,-0.239387
717,5974.457801,-0.009192,-0.058333,0.024122,-0.997963,0.145877,0.504562,0.442948,0.001633,0.254066,0.498818,-0.510871,0.482890,0.219335,0.505301,-0.336394,0.059216,0.036211,0.506872,-0.374593,0.390559,0.073896,0.507257,-0.549932,0.000000,0.072869,0.501654,-0.547683,0.035965,0.503588,-0.374302,0.218794,0.501906,-0.337962,0.254505,0.495129,-0.510929,0.279968,0.349501,-0.341560,0.196245,0.361450,-0.263740,0.155204,0.437221,-0.261158,0.073557,0.447054,-0.268002,0.082881,0.358962,-0.246302,0.001018,0.433594,-0.266361,-0.074237,0.406546,-0.271097,-0.062066,0.339186,-0.245999,0.229347,0.425783,-0.287813,0.255826,0.412654,-0.316322,0.284807,0.396818,-0.373062,0.298295,0.335573,-0.420393,0.251411,0.359117,-0.296903,0.005501,0.352580,-0.239966
718,5974.466134,-0.010370,-0.058265,0.024291,-0.997952,0.145841,0.501053,0.443253,0.001423,0.254014,0.495099,-0.511184,0.496173,0.219319,0.502005,-0.336715,0.174998,0.036189,0.503574,-0.374884,0.398546,0.073841,0.503533,-0.550230,0.000000,0.072844,0.497938,-0.547899,0.035952,0.500047,-0.374498,0.218732,0.498233,-0.338193,0.254473,0.491336,-0.511119,0.279859,0.345799,-0.341662,0.196093,0.357856,-0.263908,0.155149,0.433692,-0.261267,0.073531,0.443528,-0.268133,0.082790,0.355435,-0.246419,0.000964,0.430043,-0.266513,-0.074578,0.403626,-0.270804,-0.062146,0.335779,-0.246030,0.229293,0.422192,-0.288004,0.255757,0.409071,-0.316422,0.284904,0.393219,-0.373388,0.298111,0.331879,-0.420616,0.251286,0.355463,-0.297064,0.005389,0.349015,-0.240050
719,5974.474468,-0.010728,-0.058319,0.025016,-0.997927,0.145793,0.497370,0.443433,0.001438,0.253965,0.491212,-0.511348,0.494047,0.219261,0.498280,-0.336887,0.157070,0.036138,0.500098,-0.375076,0.396030,0.073789,0.496378,-0.550678,0.000000,0.072772,0.494371,-0.548025,0.035913,0.496594,-0.374737,0.218692,0.494679,-0.338433,0.254438,0.487704,-0.511355,0.279756,0.342291,-0.341796,0.195983,0.354394,-0.264033,0.155088,0.430224,-0.261494,0.073489,0.440115,-0.268302,0.082718,0.352009,-0.246519,0.001467,0.426394,-0.266902,-0.074595,0.400369,-0.270810,-0.062270,0.332431,-0.246166,0.229242,0.418670,-0.288221,0.255682,0.405537,-0.316628,0.284574,0.389460,-0.373402,0.297970,0.328234,-0.420734,0.251201,0.351977,-0.297204,0.005195,0.345524,-0.240215
720,5974.482801,-0.010692,-0.058242,0.024985,-0.997933,0.145790,0.493856,0.443703,0.001473,0.253952,0.487710,-0.511635,0.507475,0.219275,0.494764,-0.337169,0.173842,0.036145,0.496572,-0.375330,0.392876,0.073677,0.492541,-0.550893,0.000000,0.072603,0.490501,-0.548033,0.035844,0.492875,-0.374910,0.218605,0.491018,-0.338685,0.254345,0.483908,-0.511606,0.279561,0.338590,-0.342136,0.195876,0.350856,-0.264216,0.154997,0.426645,-0.261685,0.073399,0.436516,-0.268508,0.082589,0.348424,-0.246733,0.001174,0.422924,-0.266952,-0.074452,0.396263,-0.271499,-0.062380,0.328895,-0.246296,0.229145,0.415041,-0.288403,0.255562,0.401896,-0.316927,0.284365,0.385804,-0.373727,0.298055,0.324334,-0.420809,0.251063,0.348368,-0.297379,0.005111,0.342012,-0.240389
721,5974.491134,-0.011095,-0.058180,0.025058,-0.997930,0.145693,0.490089,0.443926,0.001542,0.253844,0.483868,-0.511868,0.527932,0.219193,0.491067,-0.337403,0.191179,0.036058,0.492881,-0.375539,0.392876,0.073677,0.492541,-0.550893,0.000000,0.072544,0.487130,-0.548568,0.035776,0.489543,-0.375149,0.218498,0.487563,-0.338925,0.254225,0.480402,-0.511869,0.279477,0.335232,-0.342229,0.195716,0.347481,-0.264466,0.154909,0.423269,-0.261958,0.073298,0.433131,-0.268718,0.082468,0.345036,-0.246918,0.000774,0.419747,-0.267060,-0.074772,0.393428,-0.271178,-0.062507,0.325560,-0.246460,0.229061,0.411712,-0.288642,0.255468,0.398405,-0.317195,0.284379,0.382308,-0.373867,0.297876,0.320966,-0.421126,0.250912,0.345087,-0.297627,0.004960,0.338678,-0.240630
722,5974.499468,-0.010989,-0.058099,0.025327,-0.997929,0.145588,0.486672,0.444142,0.001456,0.253725,0.480411,-0.512102,0.495475,0.219104,0.487585,-0.337629,0.155222,0.035965,0.489504,-0.375738,0.388065,0.073558,0.489188,-0.551097,0.000000,0.072431,0.483450,-0.548921,0.035633,0.485982,-0.375531,0.218359,0.483974,-0.339255,0.254088,0.476757,-0.512167,0.279347,0.331781,-0.342491,0.195561,0.344030,-0.264760,0.154814,0.419826,-0.262169,0.073150,0.429577,-0.269034,0.082324,0.341512,-0.247204,0.001241,0.415933,-0.267515,-0.074871,0.390070,-0.271373,-0.062611,0.322096,-0.246656,0.228945,0.408184,-0.288960,0.255349,0.394816,-0.317469,0.284192,0.378714,-0.374196,0.297750,0.317348,-0.421383,0.250772,0.341596,-0.297866,0.004745,0.335008,-0.240903
723,5974.507801,-0.011479,-0.058173,0.025163,-0.997923,0.145471,0.483052,0.444488,0.001452,0.253618,0.476753,-0.512429,0.499453,0.218974,0.484092,-0.337968,0.154172,0.035839,0.485923,-0.376101,0.393432,0.073453,0.485442,-0.551455,0.000000,0.072621,0.480213,-0.549761,0.035430,0.482442,-0.375865,0.218232,0.480532,-0.339536,0.253938,0.473301,-0.512504,0.279174,0.328366,-0.342727,0.195448,0.340798,-0.265010,0.154686,0.416445,-0.262546,0.072952,0.426058,-0.269493,0.082193,0.338092,-0.247459,0.001111,0.412518,-0.267782,-0.075046,0.386524,-0.271767,-0.062745,0.318673,-0.246892,0.228810,0.404838,-0.289317,0.255199,0.391480,-0.317868,0.283979,0.375504,-0.374702,0.297686,0.313965,-0.421532,0.250805,0.338784,-0.297683,0.004719,0.331725,-0.241147
724,5974.516134,-0.011016,-0.058228,0.024838,-0.997934,0.145311,0.479561,0.444630,0.001259,0.253471,0.473397,-0.512563,0.436041,0.218800,0.480558,-0.338100,0.051138,0.035668,0.482294,-0.376253,0.385372,0.073304,0.481994,-0.551603,0.000000,0.072407,0.476751,-0.550080,0.035254,0.479101,-0.376290,0.218040,0.477249,-0.339955,0.253776,0.469929,-0.512881,0.279063,0.325153,-0.343091,0.195305,0.337537,-0.265376,0.154568,0.413177,-0.262860,0.072839,0.422712,-0.269800,0.082004,0.335139,-0.247540,0.000498,0.409426,-0.267860,-0.075078,0.383235,-0.271996,-0.062883,0.315319,-0.247205,0.228724,0.401575,-0.289716,0.255095,0.388188,-0.318190,0.283918,0.371964,-0.374834,0.297409,0.310591,-0.422115,0.250531,0.335143,-0.298563,0.004640,0.328341,-0.241387
725,5974.524468,-0.012313,-0.058280,0.024645,-0.997920,0.145164,0.476198,0.445143,0.001300,0.253328,0.469882,-0.513055,0.449377,0.218649,0.477491,-0.338613,0.068730,0.035314,0.475331,-0.376920,0.376356,0.072871,0.474539,-0.552286,0.000000,0.072146,0.473160,-0.550472,0.035089,0.475552,-0.376559,0.217849,0.473845,-0.340389,0.253575,0.466507,-0.513339,0.278959,0.321875,-0.343534,0.195182,0.334237,-0.265828,0.154480,0.409808,-0.263266,0.072740,0.419254,-0.270160,0.081970,0.331263,-0.248222,0.000364,0.405947,-0.268274,-0.074893,0.379305,-0.272710,-0.062947,0.311877,-0.247458,0.228641,0.398332,-0.290037,0.255028,0.384940,-0.318664,0.283929,0.368683,-0.375429,0.297274,0.307262,-0.422559,0.250366,0.331803,-0.299020,0.004791,0.325115,-0.241624
726,5974.532801,-0.012585,-0.058051,0.023679,-0.997953,0.144931,0.472608,0.445338,0.001306,0.253073,0.466453,-0.513301,0.425064,0.218466,0.474108,-0.338846,0.049690,0.035314,0.475331,-0.376920,0.376356,0.072871,0.474539,-0.552286,0.000000,0.076960,0.470000,-0.544134,0.042090,0.472035,-0.381482,0.212895,0.470546,-0.347706,0.246186,0.463540,-0.509361,0.278844,0.318688,-0.343980,0.195098,0.331049,-0.266268,0.154401,0.406598,-0.263679,0.072642,0.415916,-0.270557,0.081893,0.327941,-0.248616,0.000764,0.402235,-0.268897,-0.075270,0.376401,-0.272612,-0.062990,0.308601,-0.247777,0.228563,0.395186,-0.290461,0.254920,0.381694,-0.319143,0.283515,0.365543,-0.376126,0.297136,0.304155,-0.423031,0.250291,0.328731,-0.299408,0.004556,0.321556,-0.242072
727,5974.541134,-0.014382,-0.055050,0.021800,-0.998142,0.144478,0.469447,0.445257,0.014335,0.252222,0.463417,-0.513860,0.103498,0.218660,0.471592,-0.339225,0.000000,0.035274,0.472041,-0.376177,0.071469,0.071757,0.470736,-0.551766,0.024901,0.213512,0.467276,-0.346968,0.247210,0.460328,-0.510417,0.075520,0.466400,-0.545096,0.039232,0.467089,-0.384053,0.278760,0.315570,-0.344434,0.195037,0.327872,-0.266688,0.154356,0.403421,-0.264040,0.072507,0.412549,-0.270982,0.081776,0.324623,-0.249097,0.000193,0.399152,-0.269034,-0.075246,0.373205,-0.272854,-0.063076,0.305270,-0.248114,0.228475,0.391987,-0.290943,0.254803,0.378494,-0.319558,0.283451,0.362276,-0.376323,0.297006,0.301111,-0.423323,0.250394,0.326160,-0.299263,0.004419,0.318126,-0.242503
728,5974.549468,0.000937,0.998197,0.005954,-0.059719,0.143783,0.465397,0.447978,0.012331,0.035286,0.467117,-0.380325,0.209346,0.070708,0.467027,-0.554784,0.000000,0.253578,0.460161,-0.515962,0.093661,0.215560,0.467284,-0.340839,0.145623,0.070996,0.463143,-0.551185,0.034583,0.465606,-0.377902,0.217403,0.464056,-0.341650,0.253092,0.456878,-0.514587,0.278716,0.312426,-0.345004,0.194954,0.324718,-0.267168,0.154297,0.400167,-0.264488,0.072398,0.409184,-0.271409,0.081655,0.321627,-0.249201,0.000120,0.395779,-0.269423,-0.075047,0.369339,-0.273585,-0.063127,0.301920,-0.248446,0.228445,0.388825,-0.291407,0.254763,0.375324,-0.319977,0.283448,0.359028,-0.376738,0.296971,0.297943,-0.423797,0.250334,0.322848,-0.299822,0.004478,0.314880,-0.242875
729,5974.557801,-0.011158,-0.058010,0.024258,-0.997959,0.144409,0.462964,0.446944,0.001512,0.252545,0.456900,-0.514924,0.464007,0.217946,0.464080,-0.340448,0.250054,0.034795,0.465595,-0.378518,0.407386,0.072243,0.462151,-0.554311,0.000000,0.070917,0.460017,-0.551664,0.034495,0.462413,-0.378324,0.217300,0.460818,-0.342017,0.252956,0.453705,-0.515031,0.278650,0.309295,-0.345485,0.194899,0.321553,-0.267613,0.154242,0.397060,-0.264820,0.072359,0.405923,-0.271724,0.081703,0.318038,-0.249960,0.000653,0.392214,-0.269947,-0.075357,0.366509,-0.273488,-0.063177,0.298622,-0.248830,0.228390,0.385723,-0.291884,0.254711,0.372297,-0.320465,0.283461,0.355823,-0.377178,0.296848,0.294781,-0.424304,0.250147,0.319788,-0.300317,0.004357,0.311452,-0.243298
730,5974.566134,-0.010798,-0.057981,0.024179,-0.997966,0.144306,0.459775,0.447375,0.001467,0.252440,0.453781,-0.515364,0.471616,0.217847,0.460830,-0.340881,0.250968,0.034694,0.462336,-0.378942,0.408526,0.072075,0.458726,-0.554708,0.000000,0.070766,0.456795,-0.552301,0.034350,0.459109,-0.378740,0.217158,0.457761,-0.342477,0.252845,0.450625,-0.515421,0.278610,0.306284,-0.345978,0.194832,0.318427,-0.268102,0.154188,0.393968,-0.265282,0.072286,0.402751,-0.272094,0.081662,0.314788,-0.250383,0.000059,0.389180,-0.270152,-0.075327,0.363447,-0.273800,-0.063180,0.295431,-0.249136,0.228344,0.382709,-0.292353,0.254673,0.369276,-0.320836,0.283346,0.352732,-0.377556,0.296855,0.291751,-0.424751,0.250087,0.316746,-0.300773,0.004286,0.308082,-0.243744
731,5974.574468,-0.011390,-0.057971,0.023572,-0.997975,0.144147,0.456565,0.447773,0.001433,0.252284,0.450610,-0.515761,0.420133,0.217694,0.457838,-0.341285,0.228472,0.034427,0.455751,-0.379739,0.399468,0.071927,0.455513,-0.555118,0.000000,0.070547,0.453627,-0.552728,0.034278,0.455801,-0.379102,0.217007,0.454523,-0.342906,0.252739,0.447443,-0.515875,0.278560,0.303250,-0.346413,0.194770,0.315350,-0.268577,0.154138,0.390799,-0.265806,0.072243,0.399491,-0.272488,0.081603,0.311473,-0.250889,0.000047,0.385921,-0.270564,-0.075455,0.359987,-0.274259,-0.063185,0.292155,-0.249553,0.228278,0.379639,-0.292955,0.254642,0.366393,-0.321276,0.283269,0.349587,-0.378038,0.296825,0.288629,-0.425220,0.250017,0.313764,-0.301235,0.004328,0.304936,-0.244145
732,5974.582801,-0.011070,-0.057859,0.023397,-0.997989,0.144024,0.453314,0.448200,0.001451,0.252148,0.447443,-0.516216,0.408193,0.217592,0.454549,-0.341727,0.229849,0.034427,0.455751,-0.379739,0.399468,0.071927,0.455513,-0.555118,0.000000,0.070595,0.450115,-0.553161,0.034087,0.452599,-0.379807,0.216828,0.451471,-0.343471,0.252636,0.444342,-0.516389,0.278517,0.300295,-0.346919,0.194718,0.312367,-0.269062,0.154076,0.387866,-0.266155,0.072178,0.396304,-0.272958,0.081588,0.308314,-0.251329,0.000550,0.382417,-0.271193,-0.075402,0.356862,-0.274574,-0.063182,0.288903,-0.249984,0.228219,0.376693,-0.293424,0.254561,0.363279,-0.321783,0.283218,0.346589,-0.378541,0.297064,0.285451,-0.425525,0.249953,0.310802,-0.301778,0.004262,0.301672,-0.244611
733,5974.591134,-0.011518,-0.058253,0.022763,-0.997976,0.143923,0.450138,0.448789,0.001491,0.252105,0.444332,-0.516717,0.462891,0.217410,0.451568,-0.342263,0.225991,0.034272,0.452509,-0.380413,0.402581,0.071904,0.452144,-0.555763,0.000000,0.070465,0.447105,-0.553674,0.033962,0.449442,-0.380262,0.216425,0.448281,-0.344330,0.252521,0.441398,-0.516879,0.278454,0.297507,-0.347217,0.194517,0.309554,-0.269895,0.153989,0.384969,-0.266646,0.072037,0.393241,-0.273426,0.081535,0.305330,-0.251860,0.000276,0.379356,-0.271523,-0.075178,0.353297,-0.275470,-0.063209,0.285806,-0.250412,0.228147,0.373918,-0.293945,0.254503,0.360495,-0.322423,0.283152,0.343736,-0.379007,0.296894,0.282572,-0.426172,0.249897,0.308067,-0.302220,0.004194,0.298490,-0.245071
734,5974.599468,-0.010663,-0.058312,0.023186,-0.997972,0.143801,0.447136,0.449206,0.001672,0.251990,0.441368,-0.517126,0.442638,0.217271,0.448324,-0.342664,0.105630,0.034140,0.449468,-0.380844,0.390867,0.071802,0.449383,-0.556188,0.000000,0.070446,0.443889,-0.554276,0.033752,0.446382,-0.380964,0.216498,0.445515,-0.344388,0.252465,0.438446,-0.517315,0.278503,0.294764,-0.347688,0.194568,0.306638,-0.270073,0.153885,0.382051,-0.267096,0.072196,0.390101,-0.273591,0.081465,0.302176,-0.252374,0.000286,0.376240,-0.271908,-0.075496,0.350517,-0.275510,-0.063210,0.282643,-0.250859,0.228098,0.371137,-0.294369,0.254304,0.357412,-0.323334,0.283120,0.340970,-0.379678,0.296914,0.279567,-0.426341,0.249840,0.305268,-0.302692,0.004355,0.295411,-0.245446
735,5974.607801,-0.011267,-0.058786,0.022335,-0.997957,0.143655,0.444115,0.449810,0.001468,0.251915,0.438435,-0.517625,0.462856,0.217027,0.445565,-0.343204,0.244261,0.033929,0.446359,-0.381549,0.403993,0.071666,0.442950,-0.557384,0.000000,0.070309,0.440969,-0.554865,0.033592,0.443268,-0.381466,0.216322,0.442655,-0.344777,0.252404,0.435580,-0.517741,0.278502,0.292075,-0.348126,0.194523,0.303837,-0.270530,0.153826,0.379230,-0.267499,0.071850,0.387027,-0.274288,0.081402,0.299075,-0.252873,0.000004,0.372559,-0.273189,-0.075250,0.346946,-0.276324,-0.063223,0.279495,-0.251349,0.228048,0.368411,-0.294804,0.254371,0.354926,-0.323371,0.283106,0.338191,-0.379833,0.296980,0.277245,-0.426863,0.249812,0.302502,-0.303133,0.004266,0.292311,-0.245987
736,5974.616134,-0.011485,-0.058988,0.021494,-0.997961,0.143535,0.441140,0.450305,0.001443,0.251830,0.435603,-0.518077,0.437466,0.216865,0.442770,-0.343673,0.261348,0.033670,0.440237,-0.382499,0.402197,0.071657,0.439980,-0.557773,0.000000,0.070169,0.437789,-0.554886,0.033489,0.440248,-0.381827,0.216152,0.439925,-0.345210,0.252373,0.432910,-0.518028,0.278527,0.289476,-0.348550,0.194500,0.301091,-0.270914,0.153767,0.376420,-0.267916,0.071719,0.384097,-0.274690,0.081409,0.296110,-0.253288,-0.000190,0.370091,-0.272906,-0.075533,0.344375,-0.276380,-0.063195,0.276439,-0.251747,0.228000,0.365742,-0.295200,0.254363,0.352289,-0.323720,0.283016,0.335639,-0.380344,0.297198,0.274421,-0.427158,0.249815,0.299869,-0.303532,0.004246,0.289183,-0.246432
737,5974.624468,-0.011482,-0.059282,0.020904,-0.997956,0.143466,0.438263,0.450653,0.001599,0.251806,0.432849,-0.518362,0.473990,0.216732,0.439988,-0.343979,0.261348,0.033670,0.440237,-0.382499,0.402197,0.071657,0.439980,-0.557773,0.000000,0.070404,0.435183,-0.555656,0.033368,0.437254,-0.382219,0.216050,0.437137,-0.345432,0.252331,0.430271,-0.518371,0.278566,0.286845,-0.348871,0.194505,0.298344,-0.271341,0.153736,0.373653,-0.268203,0.071677,0.381067,-0.275041,0.081427,0.293089,-0.253719,0.000335,0.366733,-0.273467,-0.075465,0.341364,-0.276607,-0.063135,0.273324,-0.252170,0.227978,0.363085,-0.295581,0.254242,0.349411,-0.324477,0.283094,0.332873,-0.380621,0.297158,0.271937,-0.427534,0.249944,0.297592,-0.303452,0.004296,0.286058,-0.246826
738,5974.632801,-0.011047,-0.059415,0.020044,-0.997971,0.143388,0.435448,0.450981,0.001428,0.251755,0.430277,-0.518666,0.441863,0.216623,0.437221,-0.344286,0.224082,0.033570,0.437175,-0.382854,0.390658,0.071603,0.437119,-0.558118,0.000000,0.070383,0.432404,-0.556042,0.033237,0.434433,-0.382701,0.215949,0.434331,-0.345699,0.252303,0.427721,-0.518596,0.278660,0.284255,-0.349322,0.194531,0.295581,-0.271780,0.153736,0.370832,-0.268547,0.071681,0.378061,-0.275306,0.081506,0.290077,-0.254138,-0.000129,0.363869,-0.273620,-0.075456,0.338156,-0.277045,-0.063064,0.270214,-0.252578,0.228014,0.360433,-0.295922,0.254418,0.347037,-0.324401,0.283125,0.330234,-0.380997,0.297286,0.269494,-0.427896,0.249837,0.294119,-0.304816,0.004337,0.282964,-0.247246
739,5974.641134,-0.010507,-0.059872,0.019974,-0.997951,0.143325,0.432757,0.451335,0.001419,0.251757,0.427681,-0.518924,0.445510,0.216460,0.434434,-0.344570,0.244508,0.033443,0.434389,-0.383308,0.404231,0.071556,0.432110,-0.558644,0.000000,0.070338,0.430087,-0.556483,0.033262,0.431634,-0.382791,0.215874,0.431622,-0.345958,0.252310,0.425260,-0.518838,0.278746,0.281778,-0.349764,0.194585,0.292918,-0.272218,0.153744,0.368065,-0.268893,0.071592,0.375051,-0.275715,0.081602,0.287229,-0.254555,0.000452,0.360647,-0.274098,-0.075317,0.335329,-0.277275,-0.062924,0.267215,-0.252900,0.228045,0.357830,-0.296304,0.254513,0.344210,-0.325011,0.283075,0.327778,-0.381393,0.297492,0.266787,-0.428569,0.249909,0.292047,-0.304760,0.004468,0.280064,-0.247620
740,5974.649468,-0.009568,-0.059586,0.019746,-0.997982,0.143300,0.430182,0.451484,0.001392,0.251698,0.425292,-0.519141,0.380371,0.216492,0.431702,-0.344756,0.193357,0.033454,0.431626,-0.383396,0.389956,0.071596,0.429325,-0.558966,0.000000,0.070440,0.427141,-0.556672,0.033219,0.428638,-0.383100,0.215843,0.428880,-0.346236,0.252329,0.422718,-0.519103,0.278850,0.279159,-0.350257,0.194641,0.290116,-0.272678,0.153809,0.365230,-0.269135,0.071581,0.371954,-0.276063,0.081677,0.284158,-0.254982,0.000015,0.357719,-0.274256,-0.075241,0.332084,-0.277656,-0.062838,0.264088,-0.253284,0.228099,0.355099,-0.296691,0.254496,0.341731,-0.325169,0.283238,0.324999,-0.381687,0.297505,0.264361,-0.428965,0.249976,0.289389,-0.305218,0.004810,0.277099,-0.247806
741,5974.657801,-0.009066,-0.059771,0.019068,-0.997989,0.143303,0.427401,0.451780,0.001416,0.251733,0.422727,-0.519401,0.408892,0.216453,0.428927,-0.345023,0.187015,0.033305,0.425932,-0.384224,0.405120,0.071769,0.426841,-0.559392,0.000000,0.070533,0.424466,-0.556924,0.033159,0.425907,-0.383581,0.215849,0.426096,-0.346395,0.252423,0.420222,-0.519253,0.278953,0.276633,-0.350553,0.194696,0.287432,-0.273095,0.153851,0.362404,-0.269441,0.071552,0.368898,-0.276403,0.081803,0.281220,-0.255368,0.000534,0.354400,-0.274829,-0.074834,0.328586,-0.278285,-0.062698,0.261017,-0.253682,0.228167,0.352410,-0.297007,0.254493,0.339156,-0.325374,0.283328,0.322368,-0.382033,0.297777,0.261661,-0.429382,0.250069,0.286863,-0.305599,0.004673,0.273830,-0.248339
